date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2019.04,1,어벤져스: 엔드게임,2019-04-24,63197528530,55.8%,63197528530,7331158,7331158,2835,89164,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2019.04,2,생일,2019-04-03,9691727530,8.6%,9784914530,1172962,1183373,878,70738,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2019.04,3,돈,2019-03-20,6075224400,5.4%,28869439462,719377,3389014,1082,46913,한국,한국,(주)쇼박스
2019.04,4,샤잠!,2019-04-03,5730673797,5.1%,5743398797,656492,657294,1148,45001,미국,미국,워너브러더스 코리아(주)
2019.04,5,어스,2019-03-27,4683135199,4.1%,12582679104,537856,1474283,1028,33073,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
2019.04,6,헬보이,2019-04-10,2768471321,2.4%,2768471321,322105,322105,726,26482,미국,미국,메가박스중앙(주)플러스엠
2019.04,7,뽀로로 극장판 보물섬 대모험,2019-04-25,2291257100,2.0%,2291257100,295380,295380,736,6823,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2019.04,8,미성년,2019-04-11,2413485660,2.1%,2413485660,283323,283323,673,26711,한국,한국,(주)쇼박스
2019.04,9,장난스런 키스,2019-03-27,2101191292,1.9%,3475196960,252421,425360,503,14274,대만,대만,"오드,(주)홈초이스"
2019.04,10,캡틴 마블,2019-03-06,2098414500,1.9%,51373146743,246081,5787032,562,14245,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2019.04,11,요로나의 저주,2019-04-17,1759516261,1.6%,1759516261,199530,199530,620,18430,미국,미국,워너브러더스 코리아(주)
2019.04,12,덤보,2019-03-27,1053614260,0.9%,2770582512,131889,344725,565,8783,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2019.04,13,바이스,2019-04-11,1113410184,1.0%,1127639784,131423,132981,241,9605,미국,미국,(주)콘텐츠판다
2019.04,14,공포의 묘지,2019-04-10,887310536,0.8%,887310536,101915,101915,564,11553,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
2019.04,15,크게 될 놈,2019-04-18,726751330,0.6%,727808330,93320,93471,447,7560,한국,한국,(주)영화사오원
2019.04,16,아이 엠 마더,2019-04-11,765940400,0.7%,765940400,93152,93152,213,8205,미국,미국,"(주)삼백상회,(주)팬엔터테인먼트"
2019.04,17,파이브 피트,2019-04-10,799741390,0.7%,852587390,92072,98020,457,9361,미국,미국,"(주)누리픽쳐스,케이티하이텔(주)"
2019.04,18,로망,2019-04-03,510728950,0.5%,569317450,69558,75930,405,6522,한국,한국,(주)메리크리스마스
2019.04,19,노팅 힐,1999-07-03,450827982,0.4%,451112982,54483,54586,183,5159,미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
2019.04,20,왓칭,2019-04-17,452859262,0.4%,459813262,53922,54878,488,8436,한국,한국,(주)리틀빅픽쳐스
2019.04,21,나의 특별한 형제,2019-05-01,246568500,0.2%,246568500,36343,36343,48,181,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2019.04,22,콜레트,2019-03-27,219887778,0.2%,403837989,28074,50415,161,1997,영국,"영국,미국,헝가리","(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트"
2019.04,23,"다시, 봄",2019-04-17,223420200,0.2%,223420200,27558,27558,360,4786,한국,한국,(주)스마일이엔티
2019.04,24,노무현과 바보들,2019-04-18,155646140,0.1%,155646140,20062,20062,366,3947,한국,한국,"오키넷,(주)라이크 콘텐츠"
2019.04,25,유랑지구,2019-04-18,145874010,0.1%,145874010,17330,17330,178,2070,중국,중국,씨네그루(주)키다리이엔티
2019.04,26,키코리키: 시간여행,2019-04-10,95705460,0.1%,95705460,13190,13190,292,1466,러시아,러시아,(주)박수엔터테인먼트
2019.04,27,그린 북,2019-01-09,82344350,0.1%,3625400960,11774,431383,30,645,미국,미국,CGV아트하우스
2019.04,28,나의 작은 시인에게,2019-04-04,92558044,0.1%,99055044,11559,12526,46,1035,미국,미국,(주)엣나인필름
2019.04,29,아픈 만큼 사랑한다,2019-04-03,78064800,0.1%,91312800,10962,12434,121,1214,한국,한국,(주)드림팩트엔터테인먼트
2019.04,30,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,88763030,0.1%,390109450,10582,44238,54,795,일본,일본,(주)애니플러스
2019.04,31,데드 트리거,2018-12-14,59681650,0.1%,76875650,10228,13664,5,53,미국,미국,제인앤유
2019.04,32,1919 유관순,2019-03-14,82924000,0.1%,473246410,10212,57070,11,124,한국,한국,"주식회사 마운틴픽쳐스,케이티하이텔(주)"
2019.04,33,안도 타다오,2019-04-25,82582260,0.1%,84361260,9778,10088,48,370,일본,일본,(주)영화사 진진
