date,순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
2011.09,1,최종병기 활,2011-08-10,19036418500,18.9%,53859307000,2543673,7197376,514,56164,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2011.09,2,가문의 영광4 - 가문의 수난,2011-09-07,17598862000,17.5%,17629046000,2340200,2344512,537,46715,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2011.09,3,도가니,2011-09-22,14390601000,14.3%,14390601000,1885917,1885917,644,24623,한국,한국,씨제이이앤엠(주)
2011.09,4,파퍼씨네 펭귄들,2011-09-07,6476620000,6.4%,6481804000,894623,895271,333,23662,미국,미국,이십세기폭스코리아(주)
2011.09,5,혹성탈출: 진화의 시작,2011-08-17,6209340000,6.2%,20612189500,831620,2771447,354,23826,미국,미국,이십세기폭스코리아(주)
2011.09,6,푸른소금,2011-08-31,5294534500,5.3%,5739500500,708872,771658,476,26274,한국,"한국,필리핀",씨제이이앤엠(주)
2011.09,7,통증,2011-09-07,5167591500,5.1%,5207420500,687575,694746,317,28436,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2011.09,8,콜롬비아나,2011-08-31,3996437500,4.0%,4514882000,528464,598365,397,23115,미국,"미국,프랑스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
2011.09,9,챔프,2011-09-07,3783947000,3.8%,3828440500,524753,531356,301,19473,한국,한국,(주)쇼박스
2011.09,10,블라인드,2011-08-10,2978994500,3.0%,18387094500,380719,2367261,292,12632,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
2011.09,11,의뢰인,2011-09-29,2123251500,2.1%,2123251500,282999,282999,466,5287,한국,한국,(주)쇼박스
2011.09,12,파이널 데스티네이션5,2011-09-08,2369548500,2.4%,2369548500,257087,257087,168,9299,미국,미국,워너브러더스 코리아(주)
2011.09,13,마당을 나온 암탉,2011-07-28,1573051000,1.6%,14536710500,228550,2179499,248,6343,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
2011.09,14,컨테이젼,2011-09-22,1545940000,1.5%,1545940000,197093,197093,226,10670,미국,미국,워너브러더스 코리아(주)
2011.09,15,세 얼간이,2011-08-18,1391080500,1.4%,3170683000,188031,432508,117,4850,인도,인도,필라멘트픽쳐스
2011.09,16,쥴리의 육지 대모험,2011-09-08,1185994500,1.2%,1185994500,175095,175095,192,4881,미국,"미국,홍콩,말레이시아",(주)싸이더스
